tipo_evento,departamento,codigo_dane_departamento,municipio,codigo_dane_municipio,a_o,mes,evento,tipo_lugar,tipo_area,latitud_cabecera,longitud_cabecera,sitio,geocoded_column
Desminado militar en operaciones,CAUCA,19,ARGELIA,19050,2020,3,Incidente,Sin informacion,Rural,2.465278,-77.239167,EL PLATEADO,"{'type': 'Point', 'coordinates': [-77.239167, 2.465278]}"
Desminado militar en operaciones,GUAVIARE,95,EL RETORNO,95025,2020,4,Incidente,Sin informacion,Rural,2.102222,-72.180833,LA PAZ,"{'type': 'Point', 'coordinates': [-72.180833, 2.102222]}"
Desminado militar en operaciones,CHOCO,27,UNGUÍA,27800,2020,5,Incidente,Sin informacion,Rural,8.242778,-77.244167,POBLADO NATI,"{'type': 'Point', 'coordinates': [-77.244167, 8.242778]}"
Desminado militar en operaciones,ANTIOQUIA,5,TARAZÁ,5790,2020,6,Incidente,Sin informacion,Rural,7.495556,-75.422222,LA PALMA,"{'type': 'Point', 'coordinates': [-75.422222, 7.495556]}"
Desminado militar en operaciones,CORDOBA,23,TIERRALTA,23807,2020,8,Incidente,Sin informacion,Rural,7.608889,-75.952778,EL PARAISO,"{'type': 'Point', 'coordinates': [-75.952778, 7.608889]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2020,8,Incidente,Sin informacion,Rural,1.368056,-78.629722,LA BALSA,"{'type': 'Point', 'coordinates': [-78.629722, 1.368056]}"
Desminado militar en operaciones,CAUCA,19,CORINTO,19212,2010,4,Incidente,Sin informacion,Urbana,3.175,-76.260833,Barrio El Centro,"{'type': 'Point', 'coordinates': [-76.260833, 3.175]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2010,4,Incidente,Sin informacion,Rural,6.476389,-71.381389,Tropezon,"{'type': 'Point', 'coordinates': [-71.381389, 6.476389]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2014,6,Incidente,Sin informacion,Rural,6.6263888889,-71.59222222,Botalon,"{'type': 'Point', 'coordinates': [-71.59222222, 6.6263888889]}"
Desminado militar en operaciones,NARIÑO,52,MAGÜÍ,52427,2020,10,Incidente,Sin informacion,Rural,1.93,-77.904444,SAN LUIS,"{'type': 'Point', 'coordinates': [-77.904444, 1.93]}"
Desminado militar en operaciones,CORDOBA,23,TIERRALTA,23807,2020,10,Incidente,Sin informacion,Rural,7.866111,-76.435278,NAIN,"{'type': 'Point', 'coordinates': [-76.435278, 7.866111]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2020,11,Incidente,Sin informacion,Rural,1.3475,-78.6375,LA BALSA,"{'type': 'Point', 'coordinates': [-78.6375, 1.3475]}"
Desminado militar en operaciones,CHOCO,27,ACANDÍ,27006,2020,12,Incidente,Sin informacion,Rural,8.324167,-77.283056,BRAZO SECO,"{'type': 'Point', 'coordinates': [-77.283056, 8.324167]}"
Accidente por MAP,BOLIVAR,13,ZAMBRANO,13894,2012,12,Accidente,Carretera,Rural,9.7563572085,-74.8191024078,SECTOR LA PALMA,"{'type': 'Point', 'coordinates': [-74.8191024078, 9.7563572085]}"
Accidente por MAP,NARIÑO,52,TUMACO,52835,2020,10,Accidente,Campo,Rural,1.79338584254,-78.7639364297,VEREDA EL DORADO,"{'type': 'Point', 'coordinates': [-78.7639364297, 1.79338584254]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2021,2,Incidente,Sin informacion,Rural,1.308611,-78.618611,EL DIVORCIO,"{'type': 'Point', 'coordinates': [-78.618611, 1.308611]}"
Accidente por MAP,NARIÑO,52,TUMACO,52835,2020,12,Accidente,Campo,Rural,1.79338584254,-78.7639364297,VEREDA QUEJUAMBI,"{'type': 'Point', 'coordinates': [-78.7639364297, 1.79338584254]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2021,2,Incidente,Sin informacion,Rural,1.314444,-78.661111,PUERTO RICO,"{'type': 'Point', 'coordinates': [-78.661111, 1.314444]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TEORAMA,54800,2021,4,Incidente,Sin informacion,Rural,8.556389,-73.233333,CAÑO SECO,"{'type': 'Point', 'coordinates': [-73.233333, 8.556389]}"
Desminado militar en operaciones,CORDOBA,23,PUERTO LIBERTADOR,23580,2021,11,Incidente,Sin informacion,Rural,7.69555555555556,-75.8347222222222,LA SOLEDAD,"{'type': 'Point', 'coordinates': [-75.8347222222222, 7.69555555555556]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,LA PLAYA,54398,2022,1,Incidente,Sin informacion,Rural,8.24472222222222,-73.2075,CURITO,"{'type': 'Point', 'coordinates': [-73.2075, 8.24472222222222]}"
Sospecha de campo minado,ANTIOQUIA,5,REMEDIOS,5604,2008,1,Incidente,Caminos,Rural,7.16300277800002,-74.470461111,Ratonera o Alto el Sapo,"{'type': 'Point', 'coordinates': [-74.470461111, 7.16300277800002]}"
Sospecha de campo minado,BOLIVAR,13,SAN PABLO,13670,2008,1,Incidente,Caminos,Rural,7.624,-74.118,Cañón Las Pavas,"{'type': 'Point', 'coordinates': [-74.118, 7.624]}"
Sospecha de campo minado,ANTIOQUIA,5,YONDÓ,5893,1998,1,Incidente,Fincas,Rural,6.948,-74.163,Rancho Quemado,"{'type': 'Point', 'coordinates': [-74.163, 6.948]}"
Desminado militar en operaciones,ANTIOQUIA,5,EL BAGRE,5250,2022,5,Incidente,Sin informacion,Rural,7.71944444444444,-74.7483333333333,PUERTO CLAVER,"{'type': 'Point', 'coordinates': [-74.7483333333333, 7.71944444444444]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,OCAÑA,54498,2022,8,Incidente,Sin informacion,Rural,8.3525,-73.3472222222222,LA CANTINA,"{'type': 'Point', 'coordinates': [-73.3472222222222, 8.3525]}"
Accidente por MAP,NARIÑO,52,TUMACO,52835,2021,7,Accidente,Sin informacion,Rural,1.565967,-78.772337,VEREDA GUACHAL BARRACO,"{'type': 'Point', 'coordinates': [-78.772337, 1.565967]}"
Desminado militar en operaciones,CAUCA,19,ARGELIA,19050,2022,10,Incidente,Sin informacion,Rural,2.38083333333333,-77.2222222222222,LA ZORRA,"{'type': 'Point', 'coordinates': [-77.2222222222222, 2.38083333333333]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,SARDINATA,54720,2022,10,Incidente,Sin informacion,Rural,8.24916666666667,-72.9216666666667,LA REFORMA,"{'type': 'Point', 'coordinates': [-72.9216666666667, 8.24916666666667]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,SARDINATA,54720,2022,10,Incidente,Sin informacion,Rural,8.23483888888889,-72.9219138888889,LA REFORMA,"{'type': 'Point', 'coordinates': [-72.9219138888889, 8.23483888888889]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TIBÚ,54810,2022,9,Incidente,Sin informacion,Rural,9.01333333333333,-72.9022222222222,KM-60,"{'type': 'Point', 'coordinates': [-72.9022222222222, 9.01333333333333]}"
Sospecha de campo minado,CALDAS,17,SAMANÁ,17662,2016,1,Incidente,Sin informacion,Rural,5.41547399466,-74.9949165329,vereda La Cumbre,"{'type': 'Point', 'coordinates': [-74.9949165329, 5.41547399466]}"
Sospecha de campo minado,CAUCA,19,EL TAMBO,19256,2015,1,Incidente,Sin informacion,Rural,2.45057270515,-76.8052045915,Sin información,"{'type': 'Point', 'coordinates': [-76.8052045915, 2.45057270515]}"
Desminado militar en operaciones,CAUCA,19,ARGELIA,19050,2023,2,Incidente,Sin informacion,Rural,2.43277777777778,-77.1980555555556,LOS PICOS,"{'type': 'Point', 'coordinates': [-77.1980555555556, 2.43277777777778]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,3,Incidente,Sin informacion,Rural,1.30888888888889,-78.6491666666667,VAYA VIENDO,"{'type': 'Point', 'coordinates': [-78.6491666666667, 1.30888888888889]}"
Desminado militar en operaciones,CHOCO,27,SAN JOSÉ DEL PALMAR,27660,2023,3,Incidente,Sin informacion,Rural,4.98333333333333,-76.4194444444445,JUNTAS DE TAMANA,"{'type': 'Point', 'coordinates': [-76.4194444444445, 4.98333333333333]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,3,Incidente,Sin informacion,Rural,1.28416666666667,-78.6425,LAS VEGAS,"{'type': 'Point', 'coordinates': [-78.6425, 1.28416666666667]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,4,Incidente,Sin informacion,Rural,1.26555555555556,-78.6194444444444,MONTAÑITAS,"{'type': 'Point', 'coordinates': [-78.6194444444444, 1.26555555555556]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,4,Incidente,Sin informacion,Rural,1.2675,-78.5925,PIEDRA SELLADA,"{'type': 'Point', 'coordinates': [-78.5925, 1.2675]}"
Sospecha de campo minado,CORDOBA,23,TIERRALTA,23807,2009,10,Incidente,cerros,Rural,7.972886,-76.257045,Parque Nacional Natural del Paramillo,"{'type': 'Point', 'coordinates': [-76.257045, 7.972886]}"
Sospecha de campo minado,CORDOBA,23,PUERTO LIBERTADOR,23580,2011,1,Incidente,cerros,Rural,7.73093582397325,-75.8528595701571,Corregimiento Juan José,"{'type': 'Point', 'coordinates': [-75.8528595701571, 7.73093582397325]}"
Sospecha de campo minado,ANTIOQUIA,5,ITUANGO,5361,2015,1,Incidente,cerros,Rural,7.23919739715406,-75.9371415757355,Coregimiento Badillo,"{'type': 'Point', 'coordinates': [-75.9371415757355, 7.23919739715406]}"
Sospecha de campo minado,CAUCA,19,PÁEZ,19517,2013,4,Incidente,Sendero,Rural,2.66408761866,-75.9730436997,RESGUARDO INDIGENA DE TOGOIMA - GUADALEJO,"{'type': 'Point', 'coordinates': [-75.9730436997, 2.66408761866]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,5,Incidente,Sin informacion,Rural,1.31361111111111,-78.6105555555556,EN EL DIVORCIO,"{'type': 'Point', 'coordinates': [-78.6105555555556, 1.31361111111111]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,5,Incidente,Sin informacion,Rural,1.27833333333333,-78.5511111111111,LA MINA,"{'type': 'Point', 'coordinates': [-78.5511111111111, 1.27833333333333]}"
Desminado militar en operaciones,CHOCO,27,BOJAYÁ,27099,2023,4,Incidente,Sin informacion,Rural,6.13777777777778,-77.1080555555556,CHANU,"{'type': 'Point', 'coordinates': [-77.1080555555556, 6.13777777777778]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,4,Incidente,Sin informacion,Rural,1.27333333333333,-78.5797222222222,SANGULPI,"{'type': 'Point', 'coordinates': [-78.5797222222222, 1.27333333333333]}"
Desminado militar en operaciones,CAUCA,19,ARGELIA,19050,2023,4,Incidente,Sin informacion,Rural,2.41388888888889,-77.2444444444444,LOS PINOS,"{'type': 'Point', 'coordinates': [-77.2444444444444, 2.41388888888889]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,5,Incidente,Sin informacion,Rural,1.32333333333333,-78.5663888888889,EL PLAYON,"{'type': 'Point', 'coordinates': [-78.5663888888889, 1.32333333333333]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2023,6,Incidente,Sin informacion,Rural,1.42638888888889,-78.3644444444444,KILÓMETRO 84,"{'type': 'Point', 'coordinates': [-78.3644444444444, 1.42638888888889]}"
Desminado militar en operaciones,ANTIOQUIA,5,APARTADÓ,5045,2023,6,Incidente,Sin informacion,Rural,7.93111111111111,-76.5133333333333,SAN JOSE DE APARTADO,"{'type': 'Point', 'coordinates': [-76.5133333333333, 7.93111111111111]}"
Desminado militar en operaciones,CAUCA,19,BALBOA,19075,2023,7,Incidente,Sin informacion,Rural,2.09861111111111,-77.2180555555556,LA CABAÑA,"{'type': 'Point', 'coordinates': [-77.2180555555556, 2.09861111111111]}"
Desminado militar en operaciones,ARAUCA,81,PUERTO RONDÓN,81591,2023,9,Incidente,Sin informacion,Rural,6.53472222222222,-71.1355555555556,EL PROGRESO,"{'type': 'Point', 'coordinates': [-71.1355555555556, 6.53472222222222]}"
Desminado militar en operaciones,CAUCA,19,SILVIA,19743,2023,9,Incidente,Sin informacion,Rural,2.72694444444444,-76.3913888888889,CABUYAL,"{'type': 'Point', 'coordinates': [-76.3913888888889, 2.72694444444444]}"
Sospecha de campo minado,NARIÑO,52,TUMACO,52835,2015,9,Incidente,Sin informacion,Rural,1.319502054,-78.558637829,LA ADUANA,"{'type': 'Point', 'coordinates': [-78.558637829, 1.319502054]}"
Sospecha de campo minado,NARIÑO,52,TUMACO,52835,2015,1,Incidente,Sin informacion,Rural,1.311046194,-78.595900311,TANDIL,"{'type': 'Point', 'coordinates': [-78.595900311, 1.311046194]}"
Desminado militar en operaciones,META,50,URIBE,50370,2009,8,Incidente,Sin informacion,Rural,2.985278,-74.311389,Los Comuneros,"{'type': 'Point', 'coordinates': [-74.311389, 2.985278]}"
Desminado militar en operaciones,GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,95001,2009,8,Incidente,Sin informacion,Rural,2.266944,-71.7825,El Tomachipan,"{'type': 'Point', 'coordinates': [-71.7825, 2.266944]}"
Desminado militar en operaciones,CAUCA,19,LÓPEZ,19418,2009,8,Incidente,Sin informacion,Rural,3.089722,-76.842778,La Pálida,"{'type': 'Point', 'coordinates': [-76.842778, 3.089722]}"
Desminado militar en operaciones,ANTIOQUIA,5,TARAZÁ,5790,2010,1,Incidente,Sin informacion,Rural,7.415,-75.431389,La Encarnación,"{'type': 'Point', 'coordinates': [-75.431389, 7.415]}"
Desminado militar en operaciones,BOGOTA DC,11,Bogotá DC,11001,2010,1,Incidente,Sin informacion,Rural,3.982778,-74.349444,El Tunal Bajo – Localidad 20,"{'type': 'Point', 'coordinates': [-74.349444, 3.982778]}"
Desminado militar en operaciones,BOYACA,15,CHITA,15183,2010,1,Incidente,Sin informacion,Rural,6.216389,-72.488056,La Finca El Verde,"{'type': 'Point', 'coordinates': [-72.488056, 6.216389]}"
Desminado militar en operaciones,META,50,URIBE,50370,2010,1,Incidente,Sin informacion,Rural,2.6,-74.048611,Río Duda,"{'type': 'Point', 'coordinates': [-74.048611, 2.6]}"
Desminado militar en operaciones,ANTIOQUIA,5,TARAZÁ,5790,2010,1,Incidente,En sobre cerca rivera de un rio,Rural,7.403611,-75.4025,Orilla Río Rayo,"{'type': 'Point', 'coordinates': [-75.4025, 7.403611]}"
Desminado militar en operaciones,HUILA,41,BARAYA,41078,2010,2,Incidente,Sin informacion,Rural,3.037778,-74.869167,Vereda Río Blanco,"{'type': 'Point', 'coordinates': [-74.869167, 3.037778]}"
Desminado militar en operaciones,BOLIVAR,13,CANTAGALLO,13160,2010,2,Incidente,Sin informacion,Rural,7.253889,-74.024444,El Gagui,"{'type': 'Point', 'coordinates': [-74.024444, 7.253889]}"
Incautaciones,META,50,URIBE,50370,2009,2,Incidente,Caleta,Rural,2.816944,-74.1525,La Amistad,"{'type': 'Point', 'coordinates': [-74.1525, 2.816944]}"
Incautaciones,CESAR,20,SAN DIEGO,20750,2009,4,Incidente,Caleta,Rural,10.156944,-73.208889,El Lago,"{'type': 'Point', 'coordinates': [-73.208889, 10.156944]}"
Incautaciones,META,50,MESETAS,50330,2009,7,Incidente,Campamentos ilegales,Rural,2.949444,-74.049167,Sector La Vereda Palmeras,"{'type': 'Point', 'coordinates': [-74.049167, 2.949444]}"
Incautaciones,ANTIOQUIA,5,TARAZÁ,5790,2009,10,Incidente,Campamentos ilegales,Rural,7.38,-75.452778,Las Pavas,"{'type': 'Point', 'coordinates': [-75.452778, 7.38]}"
Incautaciones,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2009,10,Incidente,Campamentos ilegales,Rural,2.42583333333333,-74.9888888888889,El Jordan,"{'type': 'Point', 'coordinates': [-74.9888888888889, 2.42583333333333]}"
Incautaciones,CASANARE,85,NUNCHÍA,85225,2009,11,Incidente,Caleta,Rural,5.594444,-72.216389,El Tacare,"{'type': 'Point', 'coordinates': [-72.216389, 5.594444]}"
Desminado militar en operaciones,ARAUCA,81,SARAVENA,81736,2010,5,Incidente,Sin informacion,Rural,6.9475,-71.880278,El Barrio San Vicente,"{'type': 'Point', 'coordinates': [-71.880278, 6.9475]}"
Desminado militar en operaciones,CORDOBA,23,PUERTO LIBERTADOR,23580,2010,5,Incidente,Sin informacion,Rural,7.60277777777778,-75.6888888888889,La Vereda Santo,"{'type': 'Point', 'coordinates': [-75.6888888888889, 7.60277777777778]}"
Desminado militar en operaciones,ANTIOQUIA,5,ITUANGO,5361,2010,5,Incidente,Sin informacion,Rural,7.3075,-75.94,Florida,"{'type': 'Point', 'coordinates': [-75.94, 7.3075]}"
Desminado militar en operaciones,HUILA,41,COLOMBIA,41206,2010,5,Incidente,Sin informacion,Rural,3.526111,-74.659444,Granja,"{'type': 'Point', 'coordinates': [-74.659444, 3.526111]}"
Desminado militar en operaciones,ANTIOQUIA,5,CAMPAMENTO,5134,2009,10,Incidente,Sin informacion,Rural,7.084167,-75.3275,Los Canastos,"{'type': 'Point', 'coordinates': [-75.3275, 7.084167]}"
Desminado militar en operaciones,NARIÑO,52,SAMANIEGO,52678,2010,4,Incidente,Sin informacion,Rural,1.473056,-77.838889,La Montura,"{'type': 'Point', 'coordinates': [-77.838889, 1.473056]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2010,4,Incidente,Sin informacion,Rural,2.84,-73.842222,Bolsillo Atrás,"{'type': 'Point', 'coordinates': [-73.842222, 2.84]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO ASÍS,86568,2009,1,Incidente,Sin informacion,Rural,0.3375,-76.553611,Alto Lorenzo,"{'type': 'Point', 'coordinates': [-76.553611, 0.3375]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2010,4,Incidente,Sin informacion,Rural,2.8625,-73.431944,La Vereda Comuneros,"{'type': 'Point', 'coordinates': [-73.431944, 2.8625]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2010,4,Incidente,Sin informacion,Rural,2.248056,-75.120556,Santana Ramos,"{'type': 'Point', 'coordinates': [-75.120556, 2.248056]}"
Desminado militar en operaciones,GUAVIARE,95,CALAMAR,95015,2010,4,Incidente,Sin informacion,Rural,1.853056,-72.660833,En Calamar,"{'type': 'Point', 'coordinates': [-72.660833, 1.853056]}"
Desminado militar en operaciones,NARIÑO,52,SAMANIEGO,52678,2010,4,Incidente,Sin informacion,Rural,1.496944,-77.801667,El Salto,"{'type': 'Point', 'coordinates': [-77.801667, 1.496944]}"
Sospecha de campo minado,ANTIOQUIA,5,SAN CARLOS,5649,2011,4,Incidente,Sin informacion,Rural,6.187566,-74.993636,Vereda San Blas,"{'type': 'Point', 'coordinates': [-74.993636, 6.187566]}"
